subdoc_name,doc_name,context,position
10_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย

1.2	ตลาดที่ไม่ได้จัดตั้งขึ้นอย่างเป็นทางการ (Over-the-counter: OTC)
ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	1.	ประเภทการซื้อขายตลาด OTC
		1)	การซื้อขายระหว่างผู้ค้าตราสารหนี้กับผู้ค้าตราสารหนี้ (Dealer to Dealer) (ผู้ค้าตราสารหนี้ Dealer คือ สถาบันการเงิน เช่น ธนาคาร, บริษัทหลักทรัพย์ ที่มีใบอนุญาตรับซื้อและ ขายตราสารหนี้ จาก ก.ล.ต. ทำหน้าที่และสร้างรายได้จากการรับซื้อและขายหลักทรัพย์ ซึ่งมีลักษณะคล้ายกับร้านทองที่ทำหน้าที่และสร้างรายได้จากการรับซื้อและขายทอง โดยตั้งราคาขายรับซื้อที่ 19,700 บาท และราคาขายที่ 19,800 บาท และได้กำไรจากส่วนต่างราคาซื้อขายนั่นเอง) โดยการซื้อขายอาจเป็นการติดต่อกันโดยตรงระหว่างผู้ค้าตราสารหนี้กับผู้ค้าตราสารหนี้ หรือติดต่อกันผ่านนายหน้าระหว่างผู้ค้าตราสารหนี้ (Inter dealer broker : IDB) (นายหน้าระหว่างผู้ค้าตราสารหนี้ (IDB) คือ นายหน้าหรือตัวแทนเพื่อให้เกิดการซื้อขายตราสารหนี้ระหว่างผู้ค้าตราสารหนี้โดย IDB สร้างรายได้จากค่านายหน้า, ค่าธรรมเนียม)
		2)	การซื้อขายระหว่างผู้ค้าตราสารหนี้กับลูกค้า (Dealer to Client) ซึ่งลูกค้าในที่นี้สามารถเป็นออกเป็น 2 กลุ่ม ดังนี้
			*	นักลงทุนสถาบัน เช่น บริษัทจัดการกองทุน, กองทุนบำเหน็จบำนาญข้าราชการ (กบข.), บริษัทประกัน
			*	นักลงทุนทั่วไป","[[0, 25], [4995, 6246]]"
11_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย
ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	2.	ขั้นตอนการซื้อขายในตลาด OTC เริ่มจากผู้ค้าตราสารหนี้กำหนดราคาเสนอซื้อและเสนอขาย แล้วให้ผู้ที่ต้องการซื้อหรือขาย ติดต่อเข้ามาเพื่อต่อรองราคา
		ผู้ค้าตราสารหนี้ (Dealer) กำหนดราคาเสนอซื้อและราคาเสนอขายตราสารหนี้ โดยกำหนดราคาเป็นอัตราผลตอบแทน (YTM) เช่น เสนอซื้อที่ 3.10% และเสนอขายที่ 3.00%
		ผู้ต้องการซื้อ/ขาย ตราสารหนี้ ติดต่อผู้ค้าตราสารหนี้ผ่านโทรศัพท์หรือโปรแกรมคอมฯ โดยสามารถต่อรองราคาได้เช่น ผู้ต้องการซื้อต่อรองราคาที่ Dealer เสนอขายจาก 3.00% เป็น 3.05%","[[0, 25], [5064, 5236], [6247, 6711]]"
12_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย
ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	3.	ประเภทของธุรกรรมซื้อขายของตลาดรอง
		1)	ธุรกรรมซื้อขายปกติ (outright transaction) คือ การซื้อขายตราสารหนี้ตามปกติ
		2)	ธุรกรรมซื้อคืน (financing transaction) คือ การขายตราสารหนี้โดยมีสัญญาว่าจะซื้อคืน ธุรกรรมซื้อคืนนี้เปรียบเสมือนการกู้ยืมโดยมีตราสารหนี้เป็นหลักทรัพย์ค้ำประกันนั่นเอง
		3)	ธุรกรรมซื้อขายเพื่อวัตถุประสงค์อื่น (other transaction) เช่น การซื้อขายตราสารหนี้ล่วงหน้า (เช่น ทำสัญญากันว่าจะซื้อขายตราสารหนี้กันในอีก 3 เดือน), การซื้อขายที่มีการชำระราคาและส่งมอบเกินกว่า 4 วันทำการ (>T+4)","[[0, 25], [5064, 5236], [6712, 7213]]"
13_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย
ในปัจจุบันตราสารหนี้ส่วนใหญ่ซื้อขายกันในแบบต่อรองราคากันเองระหว่างผู้ซื้อกับผู้ขาย (Over-the-counter: OTC) ซึ่งการซื้อขายแบบ OTC สามารถแบ่งตามเกณฑ์คู่ค้าได้ 2 ประเภท ดังนี้
	4.	การชำระราคาและการส่งมอบตราสารหนี้ของตลาด OTC นั้นขึ้นอยู่กับว่าใครเป็นผู้ออกตราสาร (ภาครัฐหรือภาคเอกชน) และตราสารนั้นเป็นประเภทไร้ใบตราสาร (Scripless) หรือมีใบตราสาร (Script) ซึ่งสรุปได้ดังนี้
		ตราสารหนี้ภาครัฐ ไร้ใบตราสาร (Scripless) (ปัจจุบันตราสารหนี้ส่วนใหญ่เป็นแบบไม่มีใบตราสาร) ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาครัฐ มีในตราสาร (Script) ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาคเอกชน ไร้ใบตราสาร (Scripless) (ปัจจุบันตราสารหนี้ส่วนใหญ่เป็นแบบไม่มีใบตราสาร) ไม่มีการรวมศูนย์อย่างตราสารภาครัฐ แต่ส่วนใหญ่ดำเนินการโดยศูนย์รับฝากหลักทรัพย์ (TSD)
		ตราสารหนี้ภาคเอกชน มีในตราสาร (Script) สลักหลัง แล้วดำเนินการที่นายทะเบียนของตราสารหนี้รุ่นนั้น","[[0, 25], [5064, 5236], [7214, 7898]]"
14_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย

1.3	ตลาดซื้อคืนตราสารหนี้ (Repo Market)
	1.	ความหมาย คือ ตลาดรองสำหรับการทำธุรกรรมซื้อคืน
	2.	ลักษณะของธุรกรรมซื้อคืน มีดังนี้
		*	เป็นการขายตราสารหนี้โดยมีสัญญาว่าจะซื้อคืนในวันที่กำหนด
		*	ตราสารหนี้ที่ขายส่วนใหญ่เป็นพันธบัตร
		*	วันที่กำหนดซื้อคืนนั้นเป็นระยะสั้น เช่น อีก 1 วัน, 7 วัน, 14 วัน
		*	ราคาที่ซื้อคืนจะสูงกว่าราคาที่ขายเสมือนเป็นดอกเบี้ยให้คู่สัญญา
		*	ธุรกรรมซื้อคืนเปรียบเสมือนการกู้ยืมระยะสั้นโดยใช้พันธบัตรมาค้ำประกัน","[[0, 25], [7899, 8336]]"
15_1345136.txt,1345136.txt,"การซื้อขายตราสารหนี้ในไทย
1.3	ตลาดซื้อคืนตราสารหนี้ (Repo Market)
	3.	ประโยชน์ของตลาดซื้อคืน
		*	ใช้ในกรณีที่ผู้ทำธุรกรรมต้องการเงินทุนเพื่อบริหารสภาพคล่องระยะสั้น
		*	ต้นทุนต่ำ เนื่องจากเป็นการกู้ระยะสั้นและมีพันธบัตรค้ำประกัน
		*	เป็นช่องทางการดำเนินนโยบายทางการเงินของธนาคารแห่งประเทศไทย เพื่อดูแลสภาพคล่องและอัตราดอกเบี้ยระยะสั้น ผ่านการกำหนดอัตราดอกเบี้ยซื้อคืนพันธบัตร 1 วัน (RP1 วัน)","[[0, 25], [7900, 7939], [8337, 8660]]"
0_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย

2.	กระบวกการออกตราสารหนี้ (ในตลาดแรก)
2.1	การออกตราสารหนี้ภาครัฐ (ตั๋วเงินคลัง, พันธบัตรรัฐบาล, พันธบัตรธนาคารแห่งประเทศไทย)
	1.	กระบวนการออก
		*	ธนาคารแห่งประเทศไทยเป็นผู้จัดการประมูล
		*	ธนาคารแห่งประเทศไทยจะประกาศตารางการประมูลทุกปลายเดือนในเว็บไซต์
		*	สมาคมตราสารหนี้ เป็นผู้กำหนดสัญลักษณ์ของตราสาร","[[0, 330]]"
1_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย
2.1	การออกตราสารหนี้ภาครัฐ (ตั๋วเงินคลัง, พันธบัตรรัฐบาล, พันธบัตรธนาคารแห่งประเทศไทย)
	2.	การจัดจำหน่าย
		1)	การประมูล มี 2 วิธี ดังนี้
			*	การประมูลแบบแข่งขันราคา (Competitive biding) เปิดให้กับผู้มีสิทธิเข้าประมูล เสนออัตราผลตอบแทน (Yield) ของตราสาร โดยผู้ที่เสนออัตราผลตอบแทนต่ำสุดจะได้รับการจัดสรรตราสารก่อน (การที่ผู้ลงทุนได้อัตราผลตอบแทนต่ำสุด อีกมุมมองหนึ่งหมายถึงการที่ผู้ออกตราสารจ่ายดอกเบี้ยต่ำสุดนั่นเอง) จากนั้นตราสารที่เหลือจะถูกจัดสรรให้กับผู้ที่เสนออัตราผลตอบแทนต่ำสุดลำดับถัดไป จะเห็นได้ว่าการประมูลลักษณะนี้ผู้ลงทุนแต่ละรายจะได้อัตราผลตอบแทนจาก ตราสารไม่เท่ากัน ซึ่งการประมูลลักษณะนี้เรียกว่า (Multiple Price/American Auction)
			*	การประมูลแบบไม่แข่งขันราคา (Non-competitive biding) วิธีการนี้ผู้ประมูลไม่ต้องเสนออัตราผลตอบแทน แต่จะได้รับตราสารในอัตราผลตอบแทนเฉลี่ยของการประมูล โดยจะจัดสรรตราสารให้ไม่เกิน 20% ของวงเงินที่ประมูลทั้งหมด โดยการประมูลวิธีนี้จะเปิดให้กับองค์กรที่ไม่แสวงหากำไร ซึ่งไม่มีความเชี่ยวชาญในการประมูล เช่น มูลนิธิ, สหกรณ์, วัด","[[0, 25], [65, 151], [331, 1213]]"
2_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย
2.1	การออกตราสารหนี้ภาครัฐ (ตั๋วเงินคลัง, พันธบัตรรัฐบาล, พันธบัตรธนาคารแห่งประเทศไทย)
	2.	การจัดจำหน่าย
		2)	การจองซื้อ (สำหรับผู้ที่ไม่มีสิทธิเข้าประมูล) แบ่งตามประเภทผู้ลงทุนได้ดังนี้
			*	ผู้ลงทุนสถาบันที่ไม่มีสิทธิเข้าประมูล สามารถฝากให้สถาบันการเงินที่มีสิทธิเข้าทำการประมูลให้กับตนเองได้
			*	ผู้ลงทุนทั่วไป ก็สามารถฝากให้สถาบันการเงินที่มีสิทธิเข้าทำการประมูลให้กับตนเองได้เช่นกัน อย่างไรก็ตามการฝากประมูลมักมีเงินลงทุนขั้นต่ำที่สูง ดังนั้นผู้ลงทุนทั่วไปมักลงทุนผ่านพันธบัตรออมทรัพย์ที่เสนอขายให้กับประชาชนโดยตรงมากกว่าการฝากประมูล","[[0, 25], [65, 151], [331, 348], [1214, 1648]]"
3_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย

2.2	การออกพันธบัตรรัฐวิสาหกิจ
	1.	กระบวนการออก
		*	สำนักงานบริหารหนี้สาธารณะ (สบน.) เป็นผู้จัดการประมูล
		*	สำนักงานบริหารหนี้สาธารณจะประกาศตารางการประมูลเมื่อมีการออกพันธบัตรรัฐวิสาหกิจ
		*	สมาคมตราสารหนี้ เป็นผู้กำหนดสัญลักษณ์ของพันธบัตร
		*	กรณีออกพันธบัตรรัฐวิสาหกิจที่ไม่มีกระทรวงการคลังค้ำประกัน ต้องอยู่ภายใต้การกำกับดูแลของ ก.ล.ต. ซึ่งจะกำกับดูแลลักษณะเดียวกับการออกตราสารหนี้ภาคเอกชน","[[0, 25], [1649, 2042]]"
4_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย
2.2	การออกพันธบัตรรัฐวิสาหกิจ
	2.	การจัดจำหน่าย
		1)	การประมูล เปิดให้กับผู้มีสิทธิเข้าประมูล เสนออัตราผลตอบแทน (Yield) ของตราสาร โดยผู้ที่เสนออัตราผลตอบแทนต่ำสุดจะได้รับการจัดสรรตราสารทั้งหมด ดังนั้นประมูลลักษณะนี้จะมีอัตราผลตอบแทนเดียว ซึ่งเรียกว่า (Common Price/Dutch Auction)
		2)	การจองซื้อพันธบัตรรัฐวิสาหกิจ สำหรับพันธบัตรออมทรัพย์ที่ออกโดยรัฐวิสาหกิจนั้น จะเปิดให้ประชาชนทั่วไปลงทุนได้ โดยสามารถจองซื้อผ่านตัวแทนการจัดจำหน่าย เช่น ธนาคารเพื่อการส่งออกและนำเข้าแห่งประเทศไทย, ธนาคารเพื่อการเกษตรและสหกรณ์การเกษตร","[[0, 25], [1650, 1679], [2043, 2532]]"
5_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย

2.3	การออกตราสารหนี้ภาคเอกชน
	1.	ตราสารหนี้ภาคเอกชนที่สามารถออกเสนอขายได้ มีดังนี้
		1)	หุ้นกู้ทุกประเภท
		2)	ตั๋วเงิน ซึ่งหมายถึงตั๋วแลกเงินที่ออกโดยบริษัทเอกชนที่ออกเพื่อจัดหาเงินทุนจากประชาชนทั่วไป ดังนั้นจึงไม่รวมตั๋วเงินที่ออกเพื่อชำระหนี้การค้าและตั๋วเงินที่ออกเพื่อกู้ยืมจากสถาบันการเงิน","[[0, 25], [2533, 2828]]"
6_1345137.txt,1345137.txt,"การซื้อขายตราสารหนี้ในไทย
2.3	การออกตราสารหนี้ภาคเอกชน
	2.	ขั้นตอนและหลักเกณฑ์ในการออก มีดังนี้
		1)	บริษัทขออนุมัติการออกหุ้นกู้จากที่ประชุมผู้ถือหุ้น หรือ การออกตั๋วเงินจากคณะกรรมการบริษัท
		2)	จัดหาที่ปรึกษาทางการเงิน, ที่ปรึกษาทางกฎหมาย และผู้จัดจำหน่ายหลักทรัพย์
		3)	จัดเตรียมและตรวจสอบความถูกต้องของข้อมูล (Due Diligence)
		4)	กำหนดประเภทและรายละเอียดต่างๆ ของตราสารหนี้
		5)	จัดทำแบบรายงานข้อมูลและหนังสือชี้ชวน
		6)	จัดอันดับความน่าเชื่อถือตราสาร
		7)	ยื่นแบบแสดงรายการข้อมูลและหนังสือชี้ชวน เพื่อขออนุญาตจาก ก.ล.ต.
		8)	ทำการตลาดและเสนอขายตราสารหนี้
		9)	ขึ้นทะเบียนตราสารหนี้กับสมาคมตลาดตราสารหนี้ไทย","[[0, 25], [2534, 2562], [2829, 3384]]"
0_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย

3.	ผู้เกี่ยวข้องกับตราสารหนี้ไทย สามารถแบ่งออกเป็น 5 กลุ่มได้ดังนี้
3.1	กลุ่มผู้ลงทุน
	1.	ผู้ลงทุนรายย่อย คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงินลงทุนในหลักทรัพย์ต่ำกว่าเกณฑ์
	2.	ผู้ลงทุนรายใหญ่ (high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		บุคคลธรรมดา (นับรวมกับคู่สมรส)
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 50 ล้าน
			รายได้ต่อปี	≥ 4 ล้าน
			เงินลงทุนในหลักทรัพย์	≥ 10 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 20 ล้าน","[[0, 484]]"
1_1345138.txt,1345138.txt,"การซื้อขายตราสารหนี้ในไทย
3.1	กลุ่มผู้ลงทุน
	2.	ผู้ลงทุนรายใหญ่ (high net worth) คือ บุคคลธรรมดา หรือ นิติบุคคลที่มีเงื่อนไขใดเงื่อนไขหนึ่งดังนี้
		นิติบุคคล
			สินทรัพย์สุทธิ / ส่วนของผู้ถือหุ้น	≥ 100 ล้าน
			รายได้ต่อปี	-
			เงินลงทุนในหลักทรัพย์	≥ 20 ล้าน
			ลงทุนในหลักทรัพย์และเงินฝาก	≥ 40 ล้าน","[[0, 25], [95, 112], [202, 303], [485, 638]]"
